Program,Code,Title,Sec,Room 1,Room 2,Day 1,Day 2,Time 1,Time 2,Faculty,Initial,Credits
BSCSE,CSE 3201,Artificial Intelligence,D,407,407,Sun,Wed,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Dr. Md. Shahriar Hossain,MdSHs,3
BSCSE,CSE 3202,Artificial Intelligence Laboratory,A,"406 (General Purpose Lab)",N/A,Sat,N/A,03:11:PM - 05:40:PM, - ,Dr. Md. Shahriar Hossain,MdSHs,1
BSCSE,CSE 3202,Artificial Intelligence Laboratory,B,"406 (General Purpose Lab)",N/A,Sun,N/A,03:11:PM - 05:40:PM, - ,Dr. Md. Shahriar Hossain,MdSHs,1
BSCSE,CSE 3301,Theory of Computation,A,401,401,Sat,Tue,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Sanjida Hossain Ema,SHEa,3
BSCSE,CSE 3301,Theory of Computation,B,401,401,Sun,Wed,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Sanjida Hossain Ema,SHEa,3
BSCSE,CSE 3301,Theory of Computation,C,402,402,Sat,Tue,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Sanjida Hossain Ema,SHEa,3
BSCSE,CSE 3301,Theory of Computation,D,402,402,Sun,Wed,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Sanjida Hossain Ema,SHEa,3
BSCSE,CSE 3401,Software Engineering,A,403,403,Sat,Tue,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Dr. Md. Abdullah Al-Wadud,MAAW,3
BSCSE,CSE 3401,Software Engineering,B,403,403,Sun,Wed,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Dr. Md. Abdullah Al-Wadud,MAAW,3
BSCSE,CSE 3401,Software Engineering,C,404,404,Sat,Tue,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Dr. Md. Abdullah Al-Wadud,MAAW,3
BSCSE,CSE 3401,Software Engineering,D,404,404,Sun,Wed,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Dr. Md. Abdullah Al-Wadud,MAAW,3
BSCSE,CSE 3402,Software Engineering Laboratory,A,"927 (Computer Lab)",N/A,Sat,N/A,03:11:PM - 05:40:PM, - ,Dr. Md. Abdullah Al-Wadud,MAAW,1
BSCSE,CSE 3402,Software Engineering Laboratory,B,"927 (Computer Lab)",N/A,Sun,N/A,03:11:PM - 05:40:PM, - ,Dr. Md. Abdullah Al-Wadud,MAAW,1
BSCSE,CSE 4101,Computer Graphics,A,405,405,Sat,Tue,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Dr. Md. Foisal Hossain,MdFHo,3
BSCSE,CSE 4101,Computer Graphics,B,405,405,Sun,Wed,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Dr. Md. Foisal Hossain,MdFHo,3
BSCSE,CSE 4102,Computer Graphics Laboratory,A,"406 (General Purpose Lab)",N/A,Sat,N/A,03:11:PM - 05:40:PM, - ,Dr. Md. Foisal Hossain,MdFHo,1
BSCSE,CSE 4102,Computer Graphics Laboratory,B,"406 (General Purpose Lab)",N/A,Sun,N/A,03:11:PM - 05:40:PM, - ,Dr. Md. Foisal Hossain,MdFHo,1
BSCSE,CSE 4201,Parallel and Distributed Processing,A,407,407,Sat,Tue,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Dr. Foez Ahmed,FZA,3
BSCSE,CSE 4201,Parallel and Distributed Processing,B,407,407,Sun,Wed,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Dr. Foez Ahmed,FZA,3
BSCSE,CSE 4202,Parallel and Distributed Processing Laboratory,A,"607 (Computer Lab)",N/A,Sat,N/A,03:11:PM - 05:40:PM, - ,Dr. Foez Ahmed,FZA,1
BSCSE,CSE 4202,Parallel and Distributed Processing Laboratory,B,"607 (Computer Lab)",N/A,Sun,N/A,03:11:PM - 05:40:PM, - ,Dr. Foez Ahmed,FZA,1
BSCSE,CSE 4301,Digital Image Processing,A,401,401,Sat,Tue,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Dr. Md. Foisal Hossain,MdFHo,3
BSCSE,CSE 4301,Digital Image Processing,B,401,401,Sun,Wed,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Dr. Md. Foisal Hossain,MdFHo,3
BSCSE,CSE 4302,Digital Image Processing Laboratory,A,"607 (Computer Lab)",N/A,Sat,N/A,05:51:PM - 08:20:PM, - ,Dr. Md. Foisal Hossain,MdFHo,1
BSCSE,CSE 4302,Digital Image Processing Laboratory,B,"607 (Computer Lab)",N/A,Sun,N/A,05:51:PM - 08:20:PM, - ,Dr. Md. Foisal Hossain,MdFHo,1
BSCSE,CSE 4401,Cloud Computing,A,403,403,Sat,Tue,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Dr. Md. Abdullah Al-Wadud,MAAW,3
BSCSE,CSE 4401,Cloud Computing,B,403,403,Sun,Wed,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Dr. Md. Abdullah Al-Wadud,MAAW,3
BSCSE,CSE 4402,Cloud Computing Laboratory,A,"927 (Computer Lab)",N/A,Sat,N/A,05:51:PM - 08:20:PM, - ,Dr. Md. Abdullah Al-Wadud,MAAW,1
BSCSE,CSE 4402,Cloud Computing Laboratory,B,"927 (Computer Lab)",N/A,Sun,N/A,05:51:PM - 08:20:PM, - ,Dr. Md. Abdullah Al-Wadud,MAAW,1
BSCSE,CSE 4501,Computer Architecture,A,404,404,Sat,Tue,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Saima Hossain,SHn,3
BSCSE,CSE 4501,Computer Architecture,B,404,404,Sun,Wed,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Saima Hossain,SHn,3
BSCSE,CSE 4502,Computer Architecture Laboratory,A,"927 (Computer Lab)",N/A,Sat,N/A,05:51:PM - 08:20:PM, - ,Saima Hossain,SHn,1
BSCSE,CSE 4502,Computer Architecture Laboratory,B,"927 (Computer Lab)",N/A,Sun,N/A,05:51:PM - 08:20:PM, - ,Saima Hossain,SHn,1
BSCSE,ENG 1101,English Reading and Writing,A,501,501,Sat,Tue,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Md. Shakil,MSI,3
BSCSE,ENG 1101,English Reading and Writing,B,501,501,Sun,Wed,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Md. Shakil,MSI,3
BSCSE,ENG 1101,English Reading and Writing,C,502,502,Sat,Tue,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Md. Shakil,MSI,3
BSCSE,ENG 1101,English Reading and Writing,D,502,502,Sun,Wed,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Md. Shakil,MSI,3
BSCSE,ENG 1101,English Reading and Writing,E,503,503,Sat,Tue,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Md. Shakil,MSI,3
BSCSE,ENG 1101,English Reading and Writing,F,503,503,Sun,Wed,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Md. Shakil,MSI,3
BSCSE,ENG 1101,English Reading and Writing,G,504,504,Sat,Tue,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Md. Shakil,MSI,3
BSCSE,ENG 1101,English Reading and Writing,H,504,504,Sun,Wed,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Md. Shakil,MSI,3
BSCSE,ENG 1101,English Reading and Writing,I,505,505,Sat,Tue,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Md. Shakil,MSI,3
BSCSE,ENG 1101,English Reading and Writing,J,505,505,Sun,Wed,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Md. Shakil,MSI,3
BSCSE,ENG 1101,English Reading and Writing,K,506,506,Sat,Tue,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Md. Shakil,MSI,3
BSCSE,ENG 1101,English Reading and Writing,L,506,506,Sun,Wed,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Md. Shakil,MSI,3
BSCSE,ENG 1101,English Reading and Writing,M,501,501,Sat,Tue,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Md. Shakil,MSI,3
BSCSE,ENG 1101,English Reading and Writing,N,501,501,Sun,Wed,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Md. Shakil,MSI,3
BSCSE,ENG 1101,English Reading and Writing,O,502,502,Sat,Tue,04:31:PM - 05:50:PM,04:31:PM - 05:50:PM,Md. Shakil,MSI,3
BSCSE,ENG 1101,English Reading and Writing,P,502,502,Sun,Wed,04:31:PM - 05:50:PM,04:31:PM - 05:50:PM,Md. Shakil,MSI,3
BSCSE,ENG 1101,English Reading and Writing,Q,503,503,Sat,Tue,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Md. Shakil,MSI,3
BSCSE,ENG 1101,English Reading and Writing,R,503,503,Sun,Wed,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Md. Shakil,MSI,3
BSCSE,ENG 1101,English Reading and Writing,S,504,504,Sat,Tue,07:11:PM - 08:30:PM,07:11:PM - 08:30:PM,Md. Shakil,MSI,3
BSCSE,ENG 1101,English Reading and Writing,T,504,504,Sun,Wed,07:11:PM - 08:30:PM,07:11:PM - 08:30:PM,Md. Shakil,MSI,3
BSCSE,ENG 1101,English Reading and Writing,U,505,505,Sat,Tue,07:11:PM - 08:30:PM,07:11:PM - 08:30:PM,Md. Shakil,MSI,3
BSCSE,ENG 1101,English Reading and Writing,V,505,505,Sun,Wed,07:11:PM - 08:30:PM,07:11:PM - 08:30:PM,Md. Shakil,MSI,3
BSCSE,ENG 1101,English Reading and Writing,W,506,506,Sat,Tue,07:11:PM - 08:30:PM,07:11:PM - 08:30:PM,Md. Shakil,MSI,3
BSCSE,ENG 1101,English Reading and Writing,X,506,506,Sun,Wed,07:11:PM - 08:30:PM,07:11:PM - 08:30:PM,Md. Shakil,MSI,3
BSCSE,ENG 1102,English Listening and Speaking,A,501,501,Sat,Tue,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Md. Shakil,MSI,3
BSCSE,ENG 1102,English Listening and Speaking,B,501,501,Sun,Wed,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Md. Shakil,MSI,3
BSCSE,ENG 1102,English Listening and Speaking,C,502,502,Sat,Tue,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Md. Shakil,MSI,3
BSCSE,ENG 1102,English Listening and Speaking,D,502,502,Sun,Wed,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Md. Shakil,MSI,3
BSCSE,ENG 1102,English Listening and Speaking,E,503,503,Sat,Tue,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Md. Shakil,MSI,3
BSCSE,ENG 1102,English Listening and Speaking,F,503,503,Sun,Wed,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Md. Shakil,MSI,3
BSCSE,ENG 1102,English Listening and Speaking,G,504,504,Sat,Tue,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Md. Shakil,MSI,3
BSCSE,ENG 1102,English Listening and Speaking,H,504,504,Sun,Wed,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Md. Shakil,MSI,3
BSCSE,ENG 1102,English Listening and Speaking,I,505,505,Sat,Tue,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Md. Shakil,MSI,3
BSCSE,ENG 1102,English Listening and Speaking,J,505,505,Sun,Wed,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Md. Shakil,MSI,3
BSCSE,ENG 1102,English Listening and Speaking,K,506,506,Sat,Tue,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Md. Shakil,MSI,3
BSCSE,ENG 1102,English Listening and Speaking,L,506,506,Sun,Wed,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Md. Shakil,MSI,3
BSCSE,ENG 1102,English Listening and Speaking,M,501,501,Sat,Tue,04:31:PM - 05:50:PM,04:31:PM - 05:50:PM,Md. Shakil,MSI,3
BSCSE,ENG 1102,English Listening and Speaking,N,501,501,Sun,Wed,04:31:PM - 05:50:PM,04:31:PM - 05:50:PM,Md. Shakil,MSI,3
BSCSE,ENG 1102,English Listening and Speaking,O,502,502,Sat,Tue,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Md. Shakil,MSI,3
BSCSE,ENG 1102,English Listening and Speaking,P,502,502,Sun,Wed,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Md. Shakil,MSI,3
BSCSE,ENG 1102,English Listening and Speaking,Q,503,503,Sat,Tue,07:11:PM - 08:30:PM,07:11:PM - 08:30:PM,Md. Shakil,MSI,3
BSCSE,ENG 1102,English Listening and Speaking,R,503,503,Sun,Wed,07:11:PM - 08:30:PM,07:11:PM - 08:30:PM,Md. Shakil,MSI,3
BSCSE,ENG 1102,English Listening and Speaking,S,504,504,Sat,Tue,07:11:PM - 08:30:PM,07:11:PM - 08:30:PM,Md. Shakil,MSI,3
BSCSE,ENG 1102,English Listening and Speaking,T,504,504,Sun,Wed,07:11:PM - 08:30:PM,07:11:PM - 08:30:PM,Md. Shakil,MSI,3
BSCSE,ENG 1102,English Listening and Speaking,U,505,505,Sat,Tue,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Md. Shakil,MSI,3
BSCSE,ENG 1102,English Listening and Speaking,V,505,505,Sun,Wed,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Md. Shakil,MSI,3
BSCSE,ENG 1102,English Listening and Speaking,W,506,506,Sat,Tue,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Md. Shakil,MSI,3
BSCSE,ENG 1102,English Listening and Speaking,X,506,506,Sun,Wed,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Md. Shakil,MSI,3
BSCSE,HUM 1101,Ethics and Environmental Protection,A,301,301,Sat,Tue,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Khandoker Nazia Afroz,KNAz,2
BSCSE,HUM 1101,Ethics and Environmental Protection,B,301,301,Sun,Wed,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Khandoker Nazia Afroz,KNAz,2
BSCSE,HUM 1101,Ethics and Environmental Protection,C,302,302,Sat,Tue,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Khandoker Nazia Afroz,KNAz,2
BSCSE,HUM 1101,Ethics and Environmental Protection,D,302,302,Sun,Wed,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Khandoker Nazia Afroz,KNAz,2
BSCSE,HUM 1101,Ethics and Environmental Protection,E,301,301,Sat,Tue,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Khandoker Nazia Afroz,KNAz,2
BSCSE,HUM 1101,Ethics and Environmental Protection,F,301,301,Sun,Wed,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Khandoker Nazia Afroz,KNAz,2
BSCSE,HUM 1101,Ethics and Environmental Protection,G,302,302,Sat,Tue,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Khandoker Nazia Afroz,KNAz,2
BSCSE,HUM 1101,Ethics and Environmental Protection,H,302,302,Sun,Wed,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Khandoker Nazia Afroz,KNAz,2
BSCSE,HUM 1101,Ethics and Environmental Protection,I,301,301,Sat,Tue,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Khandoker Nazia Afroz,KNAz,2
BSCSE,HUM 1101,Ethics and Environmental Protection,J,301,301,Sun,Wed,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Khandoker Nazia Afroz,KNAz,2
BSCSE,HUM 1101,Ethics and Environmental Protection,K,302,302,Sat,Tue,04:31:PM - 05:50:PM,04:31:PM - 05:50:PM,Khandoker Nazia Afroz,KNAz,2
BSCSE,HUM 1101,Ethics and Environmental Protection,L,302,302,Sun,Wed,04:31:PM - 05:50:PM,04:31:PM - 05:50:PM,Khandoker Nazia Afroz,KNAz,2
BSCSE,HUM 1101,Ethics and Environmental Protection,M,301,301,Sat,Tue,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Khandoker Nazia Afroz,KNAz,2
BSCSE,HUM 1101,Ethics and Environmental Protection,N,301,301,Sun,Wed,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Khandoker Nazia Afroz,KNAz,2
BSCSE,HUM 1101,Ethics and Environmental Protection,O,302,302,Sat,Tue,07:11:PM - 08:30:PM,07:11:PM - 08:30:PM,Khandoker Nazia Afroz,KNAz,2
BSCSE,HUM 1101,Ethics and Environmental Protection,P,302,302,Sun,Wed,07:11:PM - 08:30:PM,07:11:PM - 08:30:PM,Khandoker Nazia Afroz,KNAz,2
BSCSE,HUM 1201,Sociology,A,301,301,Sat,Tue,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Md. Mahbubur Rahman,MdMRm,2
BSCSE,HUM 1201,Sociology,B,301,301,Sun,Wed,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Md. Mahbubur Rahman,MdMRm,2
BSCSE,HUM 1201,Sociology,C,302,302,Sat,Tue,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Md. Mahbubur Rahman,MdMRm,2
BSCSE,HUM 1201,Sociology,D,302,302,Sun,Wed,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Md. Mahbubur Rahman,MdMRm,2
BSCSE,HUM 1201,Sociology,E,301,301,Sat,Tue,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Md. Mahbubur Rahman,MdMRm,2
BSCSE,HUM 1201,Sociology,F,301,301,Sun,Wed,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Md. Mahbubur Rahman,MdMRm,2
BSCSE,HUM 1201,Sociology,G,302,302,Sat,Tue,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Md. Mahbubur Rahman,MdMRm,2
BSCSE,HUM 1201,Sociology,H,302,302,Sun,Wed,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Md. Mahbubur Rahman,MdMRm,2
BSCSE,HUM 1201,Sociology,I,301,301,Sat,Tue,04:31:PM - 05:50:PM,04:31:PM - 05:50:PM,Md. Mahbubur Rahman,MdMRm,2
BSCSE,HUM 1201,Sociology,J,301,301,Sun,Wed,04:31:PM - 05:50:PM,04:31:PM - 05:50:PM,Md. Mahbubur Rahman,MdMRm,2
BSCSE,HUM 1201,Sociology,K,302,302,Sat,Tue,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Md. Mahbubur Rahman,MdMRm,2
BSCSE,HUM 1201,Sociology,L,302,302,Sun,Wed,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Md. Mahbubur Rahman,MdMRm,2
BSCSE,HUM 1201,Sociology,M,301,301,Sat,Tue,07:11:PM - 08:30:PM,07:11:PM - 08:30:PM,Md. Mahbubur Rahman,MdMRm,2
BSCSE,HUM 1201,Sociology,N,301,301,Sun,Wed,07:11:PM - 08:30:PM,07:11:PM - 08:30:PM,Md. Mahbubur Rahman,MdMRm,2
BSCSE,HUM 2301,Accounting,A,303,303,Sat,Tue,04:31:PM - 05:50:PM,04:31:PM - 05:50:PM,Israt Jabin,ItJn,3
BSCSE,HUM 2301,Accounting,B,303,303,Sun,Wed,04:31:PM - 05:50:PM,04:31:PM - 05:50:PM,Israt Jabin,ItJn,3
BSCSE,HUM 2301,Accounting,C,304,304,Sat,Tue,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Israt Jabin,ItJn,3
BSCSE,HUM 2301,Accounting,D,304,304,Sun,Wed,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Israt Jabin,ItJn,3
BSCSE,MATH 1101,Differential and Integral Calculus,A,501,501,Sat,Tue,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,B,501,501,Sun,Wed,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,C,502,502,Sat,Tue,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,D,502,502,Sun,Wed,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,E,503,503,Sat,Tue,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,F,503,503,Sun,Wed,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,G,504,504,Sat,Tue,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,H,504,504,Sun,Wed,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,I,505,505,Sat,Tue,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,J,505,505,Sun,Wed,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,K,506,506,Sat,Tue,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,L,506,506,Sun,Wed,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,M,501,501,Sat,Tue,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,N,501,501,Sun,Wed,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,O,502,502,Sat,Tue,04:31:PM - 05:50:PM,04:31:PM - 05:50:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,P,502,502,Sun,Wed,04:31:PM - 05:50:PM,04:31:PM - 05:50:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,Q,503,503,Sat,Tue,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,R,503,503,Sun,Wed,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,S,504,504,Sat,Tue,07:11:PM - 08:30:PM,07:11:PM - 08:30:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,T,504,504,Sun,Wed,07:11:PM - 08:30:PM,07:11:PM - 08:30:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,U,505,505,Sat,Tue,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,V,505,505,Sun,Wed,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,W,506,506,Sat,Tue,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1101,Differential and Integral Calculus,X,506,506,Sun,Wed,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Md. Ahidujjaman,MAAh,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,A,401,401,Sat,Tue,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,B,401,401,Sun,Wed,08:30:AM - 09:50:AM,08:30:AM - 09:50:AM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,C,402,402,Sat,Tue,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,D,402,402,Sun,Wed,09:51:AM - 11:10:AM,09:51:AM - 11:10:AM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,E,403,403,Sat,Tue,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,F,403,403,Sun,Wed,11:11:AM - 12:30:PM,11:11:AM - 12:30:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,G,404,404,Sat,Tue,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,H,404,404,Sun,Wed,12:31:PM - 01:50:PM,12:31:PM - 01:50:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,I,405,405,Sat,Tue,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,J,405,405,Sun,Wed,01:51:PM - 03:10:PM,01:51:PM - 03:10:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,K,406,406,Sat,Tue,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,L,406,406,Sun,Wed,03:11:PM - 04:30:PM,03:11:PM - 04:30:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,M,407,407,Sat,Tue,04:31:PM - 05:50:PM,04:31:PM - 05:50:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,N,407,407,Sun,Wed,04:31:PM - 05:50:PM,04:31:PM - 05:50:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,O,408,408,Sat,Tue,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,P,408,408,Sun,Wed,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,Q,401,401,Sat,Tue,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,R,401,401,Sun,Wed,05:51:PM - 07:10:PM,05:51:PM - 07:10:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,S,402,402,Sat,Tue,07:11:PM - 08:30:PM,07:11:PM - 08:30:PM,Dr. Md. Nazrul Islam,MdNI,3
BSCSE,MATH 1201,Linear Algebra and Co-ordinate Geometry,T,402,402,Sun,Wed,07:11:PM - 08:30:PM,07:11:PM - 08:30:PM,Dr. Md. Nazrul Islam,MdNI,3
